Product_ID,Product_Name,Category,Units_Sold,Revenue,Selling_Price,Cost_Price,Order_Date,Customer_Region
P015,Product_15,Sports,5,2905,581,439,2024-01-02,South
P016,Product_16,Clothing,5,635,127,103,2024-01-02,East
P017,Product_17,Sports,1,215,215,155,2024-01-02,North
P019,Product_19,Electronics,2,1026,513,359,2024-01-02,South
P020,Product_20,Sports,2,662,331,240,2024-01-02,South
P021,Product_21,Clothing,2,964,482,451,2024-01-02,South
P022,Product_22,Books,6,2688,448,267,2024-01-02,West
P023,Product_23,Sports,6,870,145,93,2024-01-02,West
P024,Product_24,Electronics,5,1390,278,211,2024-01-02,East
P025,Product_25,Electronics,5,2105,421,251,2024-01-02,South
P027,Product_27,Home & Kitchen,2,750,375,319,2024-01-02,East
P028,Product_28,Clothing,5,2590,518,400,2024-01-02,North
P029,Product_29,Sports,5,2720,544,353,2024-01-02,South
P030,Product_30,Sports,1,443,443,320,2024-01-02,North
P031,Product_31,Home & Kitchen,4,1272,318,264,2024-01-02,East
P032,Product_32,Sports,3,1263,421,301,2024-01-02,West
P033,Product_33,Sports,2,866,433,239,2024-01-02,East
P034,Product_34,Electronics,2,990,495,345,2024-01-02,North
P035,Product_35,Home & Kitchen,2,564,282,262,2024-01-02,South
P036,Product_36,Books,6,1686,281,257,2024-01-02,East
P037,Product_37,Home & Kitchen,4,1788,447,286,2024-01-02,South
P038,Product_38,Books,1,509,509,387,2024-01-02,West
P039,Product_39,Electronics,1,462,462,416,2024-01-02,West
P040,Product_40,Clothing,1,258,258,102,2024-01-02,West
P041,Product_41,Sports,5,1815,363,329,2024-01-02,South
P042,Product_42,Electronics,3,1704,568,459,2024-01-02,East
P043,Product_43,Sports,1,327,327,266,2024-01-02,South
P044,Product_44,Clothing,3,1332,444,301,2024-01-02,South
P045,Product_45,Clothing,6,2610,435,237,2024-01-02,East
P046,Product_46,Electronics,2,1022,511,429,2024-01-02,West
P047,Product_47,Clothing,5,1025,205,90,2024-01-02,West
P048,Product_48,Books,2,554,277,206,2024-01-02,East
P049,Product_49,Clothing,1,179,179,64,2024-01-02,South
P050,Product_50,Sports,7,3507,501,350,2024-01-02,South
P001,Product_1,Sports,8,1800,225,141,2024-01-03,West
P003,Product_3,Home & Kitchen,3,1749,583,493,2024-01-03,North
P004,Product_4,Books,6,3030,505,477,2024-01-03,North
P005,Product_5,Books,1,420,420,313,2024-01-03,North
P006,Product_6,Clothing,9,5652,628,480,2024-01-03,South
P007,Product_7,Home & Kitchen,3,717,239,84,2024-01-03,South
P008,Product_8,Home & Kitchen,3,1011,337,255,2024-01-03,West
P009,Product_9,Home & Kitchen,6,1728,288,130,2024-01-03,North
P010,Product_10,Books,2,1138,569,469,2024-01-03,West
P012,Product_12,Home & Kitchen,4,2364,591,409,2024-01-03,West
P014,Product_14,Clothing,3,309,103,51,2024-01-03,West
P015,Product_15,Sports,5,2905,581,439,2024-01-03,East
P016,Product_16,Clothing,5,635,127,103,2024-01-03,North
P017,Product_17,Sports,4,860,215,155,2024-01-03,North
P018,Product_18,Books,1,356,356,309,2024-01-03,East
P019,Product_19,Electronics,1,513,513,359,2024-01-03,East
P020,Product_20,Sports,1,331,331,240,2024-01-03,North
P021,Product_21,Clothing,2,964,482,451,2024-01-03,East
P022,Product_22,Books,3,1344,448,267,2024-01-03,West
P023,Product_23,Sports,1,145,145,93,2024-01-03,South
P024,Product_24,Electronics,1,278,278,211,2024-01-03,West
P025,Product_25,Electronics,1,421,421,251,2024-01-03,North
P026,Product_26,Home & Kitchen,2,1152,576,495,2024-01-03,East
P027,Product_27,Home & Kitchen,3,1125,375,319,2024-01-03,South
P028,Product_28,Clothing,2,1036,518,400,2024-01-03,North
P029,Product_29,Sports,2,1088,544,353,2024-01-03,East
P030,Product_30,Sports,3,1329,443,320,2024-01-03,South
P031,Product_31,Home & Kitchen,2,636,318,264,2024-01-03,South
P032,Product_32,Sports,4,1684,421,301,2024-01-03,East
P033,Product_33,Sports,4,1732,433,239,2024-01-03,South
P034,Product_34,Electronics,1,495,495,345,2024-01-03,North
P035,Product_35,Home & Kitchen,2,564,282,262,2024-01-03,East
P036,Product_36,Books,1,281,281,257,2024-01-03,West
P037,Product_37,Home & Kitchen,2,894,447,286,2024-01-03,North
P038,Product_38,Books,3,1527,509,387,2024-01-03,North
P039,Product_39,Electronics,2,924,462,416,2024-01-03,East
P040,Product_40,Clothing,4,1032,258,102,2024-01-03,East
P041,Product_41,Sports,3,1089,363,329,2024-01-03,South
P042,Product_42,Electronics,4,2272,568,459,2024-01-03,North
P043,Product_43,Sports,1,327,327,266,2024-01-03,South
P044,Product_44,Clothing,1,444,444,301,2024-01-03,North
P045,Product_45,Clothing,1,435,435,237,2024-01-03,North
P046,Product_46,Electronics,2,1022,511,429,2024-01-03,West
P047,Product_47,Clothing,2,410,205,90,2024-01-03,North
P048,Product_48,Books,5,1385,277,206,2024-01-03,South
P049,Product_49,Clothing,5,895,179,64,2024-01-03,South
P050,Product_50,Sports,2,1002,501,350,2024-01-03,West
P001,Product_1,Sports,2,450,225,141,2024-01-04,South
P002,Product_2,Books,3,1572,524,416,2024-01-04,East
P003,Product_3,Home & Kitchen,2,1166,583,493,2024-01-04,West
P004,Product_4,Books,1,505,505,477,2024-01-04,South
P005,Product_5,Books,2,840,420,313,2024-01-04,South
P006,Product_6,Clothing,5,3140,628,480,2024-01-04,East
P007,Product_7,Home & Kitchen,5,1195,239,84,2024-01-04,West
P008,Product_8,Home & Kitchen,3,1011,337,255,2024-01-04,East
P009,Product_9,Home & Kitchen,4,1152,288,130,2024-01-04,West
P010,Product_10,Books,1,569,569,469,2024-01-04,West
P011,Product_11,Sports,3,762,254,99,2024-01-04,North
P012,Product_12,Home & Kitchen,4,2364,591,409,2024-01-04,South
P013,Product_13,Books,3,1857,619,437,2024-01-04,South
P014,Product_14,Clothing,3,309,103,51,2024-01-04,North
P015,Product_15,Sports,3,1743,581,439,2024-01-04,East
P016,Product_16,Clothing,3,381,127,103,2024-01-04,North
P017,Product_17,Sports,5,1075,215,155,2024-01-04,South
P018,Product_18,Books,3,1068,356,309,2024-01-04,South
P019,Product_19,Electronics,5,2565,513,359,2024-01-04,North
P020,Product_20,Sports,2,662,331,240,2024-01-04,North
P021,Product_21,Clothing,2,964,482,451,2024-01-04,North
P022,Product_22,Books,5,2240,448,267,2024-01-04,South
P023,Product_23,Sports,3,435,145,93,2024-01-04,North
P024,Product_24,Electronics,3,834,278,211,2024-01-04,North
P025,Product_25,Electronics,3,1263,421,251,2024-01-04,East
P026,Product_26,Home & Kitchen,6,3456,576,495,2024-01-04,North
P027,Product_27,Home & Kitchen,6,2250,375,319,2024-01-04,South
P028,Product_28,Clothing,3,1554,518,400,2024-01-04,East
P029,Product_29,Sports,5,2720,544,353,2024-01-04,West
P030,Product_30,Sports,2,886,443,320,2024-01-04,South
P031,Product_31,Home & Kitchen,4,1272,318,264,2024-01-04,South
P032,Product_32,Sports,3,1263,421,301,2024-01-04,West
P033,Product_33,Sports,2,866,433,239,2024-01-04,South
P034,Product_34,Electronics,4,1980,495,345,2024-01-04,West
P035,Product_35,Home & Kitchen,1,282,282,262,2024-01-04,West
P036,Product_36,Books,3,843,281,257,2024-01-04,South
P037,Product_37,Home & Kitchen,1,447,447,286,2024-01-04,North
P038,Product_38,Books,3,1527,509,387,2024-01-04,North
P039,Product_39,Electronics,3,1386,462,416,2024-01-04,West
P040,Product_40,Clothing,1,258,258,102,2024-01-04,East
P041,Product_41,Sports,2,726,363,329,2024-01-04,West
P042,Product_42,Electronics,4,2272,568,459,2024-01-04,West
P043,Product_43,Sports,2,654,327,266,2024-01-04,West
P044,Product_44,Clothing,5,2220,444,301,2024-01-04,North
P046,Product_46,Electronics,3,1533,511,429,2024-01-04,North
P047,Product_47,Clothing,2,410,205,90,2024-01-04,North
P049,Product_49,Clothing,2,358,179,64,2024-01-04,West
P050,Product_50,Sports,2,1002,501,350,2024-01-04,East
P001,Product_1,Sports,4,900,225,141,2024-01-05,North
P002,Product_2,Books,2,1048,524,416,2024-01-05,South
P003,Product_3,Home & Kitchen,1,583,583,493,2024-01-05,South
P004,Product_4,Books,1,505,505,477,2024-01-05,South
P006,Product_6,Clothing,2,1256,628,480,2024-01-05,West
P007,Product_7,Home & Kitchen,4,956,239,84,2024-01-05,South
P008,Product_8,Home & Kitchen,3,1011,337,255,2024-01-05,West
P009,Product_9,Home & Kitchen,5,1440,288,130,2024-01-05,South
P010,Product_10,Books,5,2845,569,469,2024-01-05,East
P011,Product_11,Sports,3,762,254,99,2024-01-05,West
P012,Product_12,Home & Kitchen,4,2364,591,409,2024-01-05,South
P013,Product_13,Books,1,619,619,437,2024-01-05,North
P014,Product_14,Clothing,3,309,103,51,2024-01-05,West
P015,Product_15,Sports,4,2324,581,439,2024-01-05,North
P016,Product_16,Clothing,4,508,127,103,2024-01-05,North
P017,Product_17,Sports,3,645,215,155,2024-01-05,North
P018,Product_18,Books,2,712,356,309,2024-01-05,North
P019,Product_19,Electronics,2,1026,513,359,2024-01-05,South
P020,Product_20,Sports,3,993,331,240,2024-01-05,South
P021,Product_21,Clothing,3,1446,482,451,2024-01-05,West
P022,Product_22,Books,4,1792,448,267,2024-01-05,West
P024,Product_24,Electronics,2,556,278,211,2024-01-05,West
P025,Product_25,Electronics,4,1684,421,251,2024-01-05,South
P026,Product_26,Home & Kitchen,2,1152,576,495,2024-01-05,West
P027,Product_27,Home & Kitchen,4,1500,375,319,2024-01-05,North
P028,Product_28,Clothing,3,1554,518,400,2024-01-05,South
P029,Product_29,Sports,2,1088,544,353,2024-01-05,West
P030,Product_30,Sports,3,1329,443,320,2024-01-05,North
P031,Product_31,Home & Kitchen,7,2226,318,264,2024-01-05,West
P032,Product_32,Sports,3,1263,421,301,2024-01-05,East
P033,Product_33,Sports,5,2165,433,239,2024-01-05,West
P034,Product_34,Electronics,8,3960,495,345,2024-01-05,East
P035,Product_35,Home & Kitchen,1,282,282,262,2024-01-05,West
P036,Product_36,Books,2,562,281,257,2024-01-05,West
P037,Product_37,Home & Kitchen,2,894,447,286,2024-01-05,South
P038,Product_38,Books,1,509,509,387,2024-01-05,South
P039,Product_39,Electronics,3,1386,462,416,2024-01-05,East
P040,Product_40,Clothing,4,1032,258,102,2024-01-05,South
P041,Product_41,Sports,1,363,363,329,2024-01-05,North
P042,Product_42,Electronics,7,3976,568,459,2024-01-05,North
P043,Product_43,Sports,6,1962,327,266,2024-01-05,East
P044,Product_44,Clothing,2,888,444,301,2024-01-05,North
P045,Product_45,Clothing,2,870,435,237,2024-01-05,North
P046,Product_46,Electronics,1,511,511,429,2024-01-05,West
P048,Product_48,Books,4,1108,277,206,2024-01-05,South
P049,Product_49,Clothing,3,537,179,64,2024-01-05,North
P050,Product_50,Sports,4,2004,501,350,2024-01-05,North
P001,Product_1,Sports,5,1125,225,141,2024-01-06,South
P002,Product_2,Books,1,524,524,416,2024-01-06,North
P003,Product_3,Home & Kitchen,1,583,583,493,2024-01-06,North
P004,Product_4,Books,2,1010,505,477,2024-01-06,South
P005,Product_5,Books,6,2520,420,313,2024-01-06,West
P006,Product_6,Clothing,3,1884,628,480,2024-01-06,North
P007,Product_7,Home & Kitchen,3,717,239,84,2024-01-06,South
P008,Product_8,Home & Kitchen,2,674,337,255,2024-01-06,North
P009,Product_9,Home & Kitchen,6,1728,288,130,2024-01-06,North
P010,Product_10,Books,1,569,569,469,2024-01-06,West
P011,Product_11,Sports,3,762,254,99,2024-01-06,East
P012,Product_12,Home & Kitchen,1,591,591,409,2024-01-06,East
P013,Product_13,Books,2,1238,619,437,2024-01-06,South
P014,Product_14,Clothing,4,412,103,51,2024-01-06,East
P015,Product_15,Sports,5,2905,581,439,2024-01-06,South
P016,Product_16,Clothing,8,1016,127,103,2024-01-06,East
P017,Product_17,Sports,2,430,215,155,2024-01-06,West
P018,Product_18,Books,2,712,356,309,2024-01-06,South
P019,Product_19,Electronics,4,2052,513,359,2024-01-06,East
P021,Product_21,Clothing,4,1928,482,451,2024-01-06,West
P022,Product_22,Books,3,1344,448,267,2024-01-06,East
P023,Product_23,Sports,6,870,145,93,2024-01-06,North
P024,Product_24,Electronics,2,556,278,211,2024-01-06,North
P025,Product_25,Electronics,2,842,421,251,2024-01-06,West
P026,Product_26,Home & Kitchen,3,1728,576,495,2024-01-06,North
P027,Product_27,Home & Kitchen,6,2250,375,319,2024-01-06,North
P029,Product_29,Sports,4,2176,544,353,2024-01-06,South
P030,Product_30,Sports,4,1772,443,320,2024-01-06,East
P031,Product_31,Home & Kitchen,3,954,318,264,2024-01-06,South
P032,Product_32,Sports,4,1684,421,301,2024-01-06,East
P033,Product_33,Sports,4,1732,433,239,2024-01-06,North
P034,Product_34,Electronics,4,1980,495,345,2024-01-06,South
P035,Product_35,Home & Kitchen,1,282,282,262,2024-01-06,East
P036,Product_36,Books,5,1405,281,257,2024-01-06,East
P037,Product_37,Home & Kitchen,6,2682,447,286,2024-01-06,South
P039,Product_39,Electronics,4,1848,462,416,2024-01-06,West
P040,Product_40,Clothing,2,516,258,102,2024-01-06,East
P041,Product_41,Sports,2,726,363,329,2024-01-06,North
P042,Product_42,Electronics,3,1704,568,459,2024-01-06,East
P043,Product_43,Sports,1,327,327,266,2024-01-06,North
P044,Product_44,Clothing,1,444,444,301,2024-01-06,South
P045,Product_45,Clothing,5,2175,435,237,2024-01-06,East
P047,Product_47,Clothing,2,410,205,90,2024-01-06,North
P048,Product_48,Books,3,831,277,206,2024-01-06,North
P049,Product_49,Clothing,2,358,179,64,2024-01-06,South
P050,Product_50,Sports,2,1002,501,350,2024-01-06,East
P001,Product_1,Sports,1,225,225,141,2024-01-07,East
P002,Product_2,Books,1,524,524,416,2024-01-07,South
P003,Product_3,Home & Kitchen,3,1749,583,493,2024-01-07,East
P004,Product_4,Books,1,505,505,477,2024-01-07,South
P005,Product_5,Books,2,840,420,313,2024-01-07,East
P007,Product_7,Home & Kitchen,1,239,239,84,2024-01-07,West
P008,Product_8,Home & Kitchen,7,2359,337,255,2024-01-07,East
P009,Product_9,Home & Kitchen,6,1728,288,130,2024-01-07,North
P010,Product_10,Books,1,569,569,469,2024-01-07,North
P011,Product_11,Sports,1,254,254,99,2024-01-07,West
P012,Product_12,Home & Kitchen,4,2364,591,409,2024-01-07,East
P013,Product_13,Books,5,3095,619,437,2024-01-07,North
P014,Product_14,Clothing,5,515,103,51,2024-01-07,North
P016,Product_16,Clothing,5,635,127,103,2024-01-07,East
P017,Product_17,Sports,3,645,215,155,2024-01-07,South
P018,Product_18,Books,7,2492,356,309,2024-01-07,East
P019,Product_19,Electronics,3,1539,513,359,2024-01-07,South
P020,Product_20,Sports,3,993,331,240,2024-01-07,West
P021,Product_21,Clothing,3,1446,482,451,2024-01-07,West
P022,Product_22,Books,4,1792,448,267,2024-01-07,North
P023,Product_23,Sports,4,580,145,93,2024-01-07,North
P024,Product_24,Electronics,3,834,278,211,2024-01-07,North
P025,Product_25,Electronics,3,1263,421,251,2024-01-07,South
P026,Product_26,Home & Kitchen,3,1728,576,495,2024-01-07,North
P027,Product_27,Home & Kitchen,2,750,375,319,2024-01-07,East
P028,Product_28,Clothing,4,2072,518,400,2024-01-07,South
P029,Product_29,Sports,1,544,544,353,2024-01-07,West
P031,Product_31,Home & Kitchen,7,2226,318,264,2024-01-07,South
P032,Product_32,Sports,1,421,421,301,2024-01-07,North
P033,Product_33,Sports,1,433,433,239,2024-01-07,East
P034,Product_34,Electronics,1,495,495,345,2024-01-07,East
P035,Product_35,Home & Kitchen,3,846,282,262,2024-01-07,North
P036,Product_36,Books,1,281,281,257,2024-01-07,East
P037,Product_37,Home & Kitchen,3,1341,447,286,2024-01-07,South
P038,Product_38,Books,6,3054,509,387,2024-01-07,South
P039,Product_39,Electronics,1,462,462,416,2024-01-07,North
P040,Product_40,Clothing,2,516,258,102,2024-01-07,East
P041,Product_41,Sports,3,1089,363,329,2024-01-07,West
P042,Product_42,Electronics,3,1704,568,459,2024-01-07,South
P043,Product_43,Sports,7,2289,327,266,2024-01-07,South
P044,Product_44,Clothing,5,2220,444,301,2024-01-07,South
P045,Product_45,Clothing,2,870,435,237,2024-01-07,South
P046,Product_46,Electronics,1,511,511,429,2024-01-07,West
P047,Product_47,Clothing,7,1435,205,90,2024-01-07,North
P048,Product_48,Books,5,1385,277,206,2024-01-07,South
P049,Product_49,Clothing,3,537,179,64,2024-01-07,East
P050,Product_50,Sports,2,1002,501,350,2024-01-07,West
P001,Product_1,Sports,3,675,225,141,2024-01-08,South
P002,Product_2,Books,2,1048,524,416,2024-01-08,East
P003,Product_3,Home & Kitchen,4,2332,583,493,2024-01-08,South
P004,Product_4,Books,3,1515,505,477,2024-01-08,North
P005,Product_5,Books,3,1260,420,313,2024-01-08,West
P006,Product_6,Clothing,6,3768,628,480,2024-01-08,North
P007,Product_7,Home & Kitchen,1,239,239,84,2024-01-08,West
P008,Product_8,Home & Kitchen,4,1348,337,255,2024-01-08,South
P009,Product_9,Home & Kitchen,2,576,288,130,2024-01-08,South
P010,Product_10,Books,2,1138,569,469,2024-01-08,West
P011,Product_11,Sports,3,762,254,99,2024-01-08,East
P012,Product_12,Home & Kitchen,3,1773,591,409,2024-01-08,East
P013,Product_13,Books,1,619,619,437,2024-01-08,South
P014,Product_14,Clothing,3,309,103,51,2024-01-08,South
P015,Product_15,Sports,2,1162,581,439,2024-01-08,North
P016,Product_16,Clothing,4,508,127,103,2024-01-08,South
P017,Product_17,Sports,6,1290,215,155,2024-01-08,West
P018,Product_18,Books,5,1780,356,309,2024-01-08,East
P019,Product_19,Electronics,5,2565,513,359,2024-01-08,East
P020,Product_20,Sports,3,993,331,240,2024-01-08,North
P021,Product_21,Clothing,3,1446,482,451,2024-01-08,East
P023,Product_23,Sports,3,435,145,93,2024-01-08,East
P024,Product_24,Electronics,4,1112,278,211,2024-01-08,West
P025,Product_25,Electronics,6,2526,421,251,2024-01-08,East
P026,Product_26,Home & Kitchen,2,1152,576,495,2024-01-08,North
P027,Product_27,Home & Kitchen,1,375,375,319,2024-01-08,North
P028,Product_28,Clothing,2,1036,518,400,2024-01-08,East
P029,Product_29,Sports,2,1088,544,353,2024-01-08,South
P030,Product_30,Sports,1,443,443,320,2024-01-08,East
P031,Product_31,Home & Kitchen,2,636,318,264,2024-01-08,North
P032,Product_32,Sports,5,2105,421,301,2024-01-08,North
P033,Product_33,Sports,6,2598,433,239,2024-01-08,West
P034,Product_34,Electronics,4,1980,495,345,2024-01-08,East
P035,Product_35,Home & Kitchen,2,564,282,262,2024-01-08,East
P036,Product_36,Books,5,1405,281,257,2024-01-08,West
P037,Product_37,Home & Kitchen,4,1788,447,286,2024-01-08,North
P038,Product_38,Books,3,1527,509,387,2024-01-08,West
P039,Product_39,Electronics,4,1848,462,416,2024-01-08,South
P041,Product_41,Sports,2,726,363,329,2024-01-08,East
P042,Product_42,Electronics,2,1136,568,459,2024-01-08,North
P043,Product_43,Sports,3,981,327,266,2024-01-08,West
P044,Product_44,Clothing,5,2220,444,301,2024-01-08,North
P045,Product_45,Clothing,3,1305,435,237,2024-01-08,South
P046,Product_46,Electronics,5,2555,511,429,2024-01-08,East
P047,Product_47,Clothing,2,410,205,90,2024-01-08,West
P048,Product_48,Books,4,1108,277,206,2024-01-08,North
P049,Product_49,Clothing,5,895,179,64,2024-01-08,East
P050,Product_50,Sports,2,1002,501,350,2024-01-08,East
P001,Product_1,Sports,1,225,225,141,2024-01-09,North
P003,Product_3,Home & Kitchen,4,2332,583,493,2024-01-09,East
P004,Product_4,Books,3,1515,505,477,2024-01-09,East
P005,Product_5,Books,4,1680,420,313,2024-01-09,West
P006,Product_6,Clothing,1,628,628,480,2024-01-09,East
P007,Product_7,Home & Kitchen,1,239,239,84,2024-01-09,West
P008,Product_8,Home & Kitchen,2,674,337,255,2024-01-09,East
P009,Product_9,Home & Kitchen,2,576,288,130,2024-01-09,South
P010,Product_10,Books,1,569,569,469,2024-01-09,South
P011,Product_11,Sports,2,508,254,99,2024-01-09,West
P012,Product_12,Home & Kitchen,5,2955,591,409,2024-01-09,West
P013,Product_13,Books,2,1238,619,437,2024-01-09,South
P014,Product_14,Clothing,3,309,103,51,2024-01-09,East
P015,Product_15,Sports,4,2324,581,439,2024-01-09,West
P016,Product_16,Clothing,2,254,127,103,2024-01-09,North
P017,Product_17,Sports,2,430,215,155,2024-01-09,East
P018,Product_18,Books,2,712,356,309,2024-01-09,East
P019,Product_19,Electronics,5,2565,513,359,2024-01-09,South
P020,Product_20,Sports,3,993,331,240,2024-01-09,West
P021,Product_21,Clothing,2,964,482,451,2024-01-09,East
P022,Product_22,Books,4,1792,448,267,2024-01-09,West
P023,Product_23,Sports,7,1015,145,93,2024-01-09,West
P024,Product_24,Electronics,1,278,278,211,2024-01-09,West
P025,Product_25,Electronics,7,2947,421,251,2024-01-09,South
P026,Product_26,Home & Kitchen,3,1728,576,495,2024-01-09,West
P027,Product_27,Home & Kitchen,1,375,375,319,2024-01-09,South
P028,Product_28,Clothing,2,1036,518,400,2024-01-09,North
P029,Product_29,Sports,1,544,544,353,2024-01-09,East
P030,Product_30,Sports,4,1772,443,320,2024-01-09,East
P031,Product_31,Home & Kitchen,3,954,318,264,2024-01-09,North
P032,Product_32,Sports,2,842,421,301,2024-01-09,South
P033,Product_33,Sports,1,433,433,239,2024-01-09,East
P034,Product_34,Electronics,2,990,495,345,2024-01-09,South
P035,Product_35,Home & Kitchen,3,846,282,262,2024-01-09,South
P036,Product_36,Books,3,843,281,257,2024-01-09,South
P037,Product_37,Home & Kitchen,1,447,447,286,2024-01-09,North
P038,Product_38,Books,7,3563,509,387,2024-01-09,North
P039,Product_39,Electronics,2,924,462,416,2024-01-09,South
P040,Product_40,Clothing,3,774,258,102,2024-01-09,West
P041,Product_41,Sports,4,1452,363,329,2024-01-09,North
P042,Product_42,Electronics,3,1704,568,459,2024-01-09,West
P043,Product_43,Sports,6,1962,327,266,2024-01-09,West
P044,Product_44,Clothing,5,2220,444,301,2024-01-09,South
P045,Product_45,Clothing,2,870,435,237,2024-01-09,West
P046,Product_46,Electronics,1,511,511,429,2024-01-09,West
P047,Product_47,Clothing,5,1025,205,90,2024-01-09,West
P048,Product_48,Books,3,831,277,206,2024-01-09,South
P049,Product_49,Clothing,5,895,179,64,2024-01-09,South
P050,Product_50,Sports,1,501,501,350,2024-01-09,North
P001,Product_1,Sports,3,675,225,141,2024-01-10,North
P002,Product_2,Books,3,1572,524,416,2024-01-10,West
P003,Product_3,Home & Kitchen,3,1749,583,493,2024-01-10,South
P004,Product_4,Books,2,1010,505,477,2024-01-10,South
P005,Product_5,Books,1,420,420,313,2024-01-10,West
P006,Product_6,Clothing,4,2512,628,480,2024-01-10,North
P007,Product_7,Home & Kitchen,1,239,239,84,2024-01-10,South
P008,Product_8,Home & Kitchen,7,2359,337,255,2024-01-10,North
P009,Product_9,Home & Kitchen,2,576,288,130,2024-01-10,West
P010,Product_10,Books,3,1707,569,469,2024-01-10,South
P011,Product_11,Sports,3,762,254,99,2024-01-10,West
P012,Product_12,Home & Kitchen,6,3546,591,409,2024-01-10,East
P013,Product_13,Books,2,1238,619,437,2024-01-10,West
P014,Product_14,Clothing,1,103,103,51,2024-01-10,West
P015,Product_15,Sports,5,2905,581,439,2024-01-10,West
P016,Product_16,Clothing,2,254,127,103,2024-01-10,South
P017,Product_17,Sports,6,1290,215,155,2024-01-10,West
P018,Product_18,Books,3,1068,356,309,2024-01-10,West
P019,Product_19,Electronics,4,2052,513,359,2024-01-10,East
P020,Product_20,Sports,2,662,331,240,2024-01-10,South
P022,Product_22,Books,3,1344,448,267,2024-01-10,East
P023,Product_23,Sports,5,725,145,93,2024-01-10,West
P024,Product_24,Electronics,3,834,278,211,2024-01-10,South
P025,Product_25,Electronics,2,842,421,251,2024-01-10,East
P026,Product_26,Home & Kitchen,3,1728,576,495,2024-01-10,West
P027,Product_27,Home & Kitchen,3,1125,375,319,2024-01-10,North
P028,Product_28,Clothing,2,1036,518,400,2024-01-10,East
P029,Product_29,Sports,2,1088,544,353,2024-01-10,South
P030,Product_30,Sports,3,1329,443,320,2024-01-10,East
